1, 65.0, 20.00, 1, 19.75, 1, 19.50, 1, 19.25, 1, 19.00, 1, 18.75, 1, 18.50, 1, 18.25, 1, 18.00, 1, 17.75, 1, 17.50, 1, 17.25, 1, 17.00, 1, 16.75, 1, 16.50, 1, 16.25, 1, 16.00, 2, 15.75, 2, 15.50, 2, 15.25, 2, 15.00, 2, 14.75, 2, 14.50, 2, 14.25, 2, 14.00, 2, 13.75, 2, 13.50, 3, 13.25, 3, 13.00, 3, 12.75, 3, 12.50, 3, 12.25, 3, 12.00, 3, 11.75, 3, 11.50, 3, 11.25, 3, 11.00, 3
2, 21.0, 17.50, 1, 17.25, 1, 17.00, 1, 16.75, 1, 16.50, 1, 16.25, 1, 16.00, 1, 15.75, 1, 15.50, 1, 15.25, 1, 15.00, 1, 14.75, 1, 14.50, 1, 14.25, 1, 14.00, 2, 13.75, 2, 13.50, 2, 13.25, 2, 13.00, 2, 12.75, 2, 12.50, 2, 12.25, 2, 12.00, 2, 11.75, 3, 11.50, 3, 11.25, 3, 11.00, 3, 10.75, 3, 10.50, 3, 10.25, 3, 10.00, 3, 9.75, 3, 9.50, 3, 9.25, 3, 9.00, 3, 8.75, 3, 8.50, 3
