1, 40.00, 5, 39.50, 5, 39.00, 5, 38.50, 5, 38.00, 5, 37.50, 5, 37.00, 5, 36.50, 5, 36.00, 5, 35.50, 5, 35.00, 5, 34.50, 5, 34.00, 5, 33.50, 5, 33.00, 5, 32.50, 5, 32.00, 5, 31.50, 5, 31.00, 5, 30.50, 5, 30.00, 5, 29.50, 5, 29.00, 5, 28.50, 5, 28.00, 5, 27.50, 5, 27.00, 5, 26.50, 5, 26.00, 5, 25.50, 5, 25.00, 5, 24.50, 5, 24.00, 5, 23.50, 5, 23.00, 5, 22.50, 5, 22.00, 5
2, 35.00, 4, 34.50, 4, 34.00, 4, 33.50, 4, 33.00, 4, 32.50, 4, 32.00, 4, 31.50, 4, 31.00, 4, 30.50, 2, 30.00, 2, 29.50, 2, 29.00, 2, 28.50, 3, 28.00, 3, 27.50, 3, 27.00, 3, 26.50, 3, 26.00, 4, 25.50, 5, 25.00, 5, 24.50, 5, 24.00, 3, 23.50, 3, 23.00, 3, 22.50, 2, 22.00, 2, 21.50, 2, 21.00, 2, 20.50, 2, 20.00, 1, 19.50, 1, 19.00, 3, 18.50, 3, 18.00, 4, 17.50, 4, 17.00, 3
