1, 40.00, 1, 39.50, 1, 39.00, 1, 38.50, 1, 38.00, 1, 37.50, 1, 37.00, 1, 36.50, 1, 36.00, 3, 35.50, 3, 35.00, 3, 34.50, 3, 34.00, 3, 33.50, 3, 33.00, 3, 32.50, 3, 32.00, 3, 31.50, 5, 31.00, 5, 30.50, 5, 30.00, 5, 29.50, 5, 29.00, 5, 28.50, 3, 28.00, 3, 27.50, 3, 27.00, 3, 26.50, 3, 26.00, 3, 25.50, 3, 25.00, 2, 24.50, 2, 24.00, 2, 23.50, 2, 23.00, 2, 22.50, 2, 22.00, 2
2, 35.00, 5, 34.50, 5, 34.00, 5, 33.50, 5, 33.00, 5, 32.50, 5, 32.00, 4, 31.50, 4, 31.00, 4, 30.50, 4, 30.00, 4, 29.50, 4, 29.00, 4, 28.50, 4, 28.00, 3, 27.50, 3, 27.00, 3, 26.50, 2, 26.00, 2, 25.50, 2, 25.00, 2, 24.50, 1, 24.00, 1, 23.50, 1, 23.00, 1, 22.50, 1, 22.00, 2, 21.50, 2, 21.00, 2, 20.50, 2, 20.00, 2, 19.50, 2, 19.00, 2, 18.50, 2, 18.00, 4, 17.50, 4, 17.00, 4
